,designation,description,productid,imageid,prdtypecode,nomimage
9,Tente Pliante V3s5-Pro Pvc Blanc - 3 X 4m50 - Longueur : 4m50 Largeur : 3 M Blanc H,Tente pliante V3S5 Pro PVC 500 gr/m² - 3 x 4m50.Que vous soyez un particulier pour votre jardin ou un professionnel pour stand commercial ou pour vos réceptions le barnum V3S5 Pro de 135 m² sera vous combler.Imaginez un <strong>stand</strong> robuste léger adaptable à chacun pliable et peu encombrant... Le déploiement ultra-rapide et le réglage de la hauteur se font maintenant via des poignées d&#39;indexage. Nous avons également entièrement repensé les pièces de jonction et les coulissants : plus rigides et légères elles sont aussi maintenant 30% plus résistantes.  la <strong>tente pliante</strong> V3 Pro de <strong>qualité professionnelle </strong>et de<strong> fabrication française </strong>est complètement adaptable et deviendra l&#39;outil indispensable à votre activité. Toujours en vue d&#39;améliorer votre quotidien cette version du V3 se veut encore plus résistante au temps.Un traitement <strong>ignifugé </strong>répond aux exigences de sécurité en vigueur (certifié M2) et sa facilité d&#39;entretien en fait un allié pour toutes les occasions.Le produit de base est composé d&#39;une structure d&#39;un toit en bâche PVC 500 gr/m² et d&#39;une housse. Après à vous de configurer vos <strong>façades</strong> comme vous le souhaitez.Avantages<ul><li>Facile à monter</li><li>Traitement anti feu</li><li>Façades aux choix</li><li><strong>Caractéristiques</strong></li><li>Coloris blanc</li><li>PVC blanc 500 gr/m² ignifugé M2</li><li>Indexation via poignées : blocage du stand sans effort.</li><li>3 Hauteurs réglables via indexeurs.</li><li>Croisillons : 1 renfort interne et 2 renforts externes inox.</li><li>Embases : fonte d&#39;aluminium (10 mm).</li><li>Anneaux d&#39;haubanage.</li><li>Structure 100 % Aluminium / visserie en INOX.</li><li>Pièces de jonctions renforcées (polypropylène &#43; 30% fibre de verre) </li><li>Fils haute ténacité hydrofuges</li><li>Pied coulissant et système de guidage intégré</li><li>Pieds hexagonaux en aluminium (épaisseur 2 mm) </li><li>Renforts de toit PVC</li><li>Finition du toit intégrant un biais sergé </li><li>Auto agrippant 50 mm </li><li>Maintien du toit par auto agrippants</li><li>Encombrement refermé inférieur à 1m²</li><li>Dimensions</li><li>3 x 4m50</li><li>2 mâts</li><li>Hauteur du faîtage 3m10 à 3m26</li><li>Hauteur sous bandeau 1m95 à 2m11</li><li>Dimensions repliées 035 x 050 x 158m</li></ul>,3793572222,1245644185,2582.0,image_1245644185_product_3793572222.jpg
73,Pot Marina Eda - Diamètre 25 Cm - 6 L - Rubis,<b>Pot Marina Eda - Diamètre 25 cm - 6 l - Rubis</b><br /><br /><br /><ul><li><b>Marque</b> : Eda</li><li><b>Référence fournisseur</b> : R018125 R.RU NP SX10</li><li><b>Gamme</b> : Marina</li><li><b>Type de produit</b> : Pot à fleur</li><li><b>Matière</b> : Plastique</li><li><b>Couleur</b> : Rubis</li><li><b>Hauteur</b> : 215 cm</li><li><b>Diamètre</b> : 25 cm</li><li><b>Contenance</b> : 6 l</li><li><b>Pays d&#39;origine</b> : France</li></ul>,2823144007,1166636908,2582.0,image_1166636908_product_2823144007.jpg
100,Garcia De Pou Housse Pour Vin 12x23 Cm Glase Acrylique - 1 Unités,Fabriqué en acrylique - Mesure 12 cm de diamètre 23 cm de hauteur - Disponible en couleur fumé,4223031202,1321747763,2582.0,image_1321747763_product_4223031202.jpg
249,30 Led Lampes Solaires Extérieur Etanche Ip65 Spot Solaire Avec Détecteur De Mouvement La Goupille Interrupteur,?Largement utilisé? Parfait pour utiliser sur la porte d&#39;entrée la cour arrière la passerelle les escaliers le mur extérieur le garage l&#39;allée la terrasse et le patio. Cette lampe solaire allie praticité et décoration.,3863212856,1254576212,2582.0,image_1254576212_product_3863212856.jpg
266,Coussin Pour Banc De Jardin 985 Cm,Aspect : <br />Matériau principal : Polyester<br />Matériaux secondaires : PU mousse<br />Dimensions : <br />Hauteur (en cm) : 3950<br />Longueur (en cm) : 9850<br />Profondeur (en cm) : 570<br />Autres caractéristiques : <br />Informations complémentaires : Pour banc de jardin en métal et banc en métal brouette marque Esschert Design<br />Poids (en kg) : 084<br /><br /><br /> <br /><br /> Coussin pour banc de jardin 985 cm,3366179456,1208976070,2582.0,image_1208976070_product_3366179456.jpg
281,Coffre De Rangement Extérieur En Résine Tressée,Box de rangement pour accessoires de salon de jardin en résine <p> </p> <p>Le fabricant Delorm vous propose un <strong>coffre de rangement</strong> assorti aux salons de jardin et ensembles table et fauteuils de jardin de la même marque.</p> <p>Conçu en<strong> résine plate de couleur noire ou chocolat</strong> ce coffre de rangement extérieur est idéal pour ranger vos accessoires tels que des coussins d&#39;assise et de dossier.</p> <p>Son design et sa matière lui permet de se fondre avec le reste de votre mobilier de jardin pour donner un <strong>ensemble harmonieux</strong> dans votre espace extérieur.</p> <p>Ce coffre dispose d&#39;une <strong>structure en aluminium</strong> ce qui lui assure une longévité et une solidité maximales en plus de sa résine haute qualité.</p> <p>La <strong>résine plate est de qualité supérieure.</strong> Elle ne s&#39;effiloche pas est indécolorable et est résistante aux variations climatiques pour une utilisation extérieure.</p> <p>En effet la résine est en <strong>fibre synthétique teintée dans la masse</strong> et est traitée anti-UV. Profitez de ce coffre de rangement qui est garanti haute qualité.</p> <p>Ce coffre offre un <strong>entretien facile</strong>. Il suffit simplement de mélanger de l&#39;eau avec un produit d&#39;entretien doux pour obtenir un résultat remarquable.</p> <p> </p> Caractéristiques techniques MatièreRésine plate 4 fils 7 mmStructureAluminium 1.2 mmDimensionsL 132 x P 81 x h 63 cmConditionnementL 134 x P 82 x h 22 cmType de résineFibre synthétique teintée dans la masseRemarqueA monter soi-même (notice de montage fournie),3886016081,1258618665,2582.0,image_1258618665_product_3886016081.jpg
301,Tente Pliante V3s5-Pro Pvc Blanc - 4 X 4 M - Longueur : 4 M Largeur : 4 M Blanc H,Tente pliante V3S5 Pro - 16 m² -  PVC 500 gr/m² <strong>la tente pliante V3S5 Pro </strong>une solution<strong> </strong>robuste légère adaptable à chacun et peu encombrant... Le déploiement ultra-rapide et le réglage de la hauteur se font maintenant via des poignées d&#39;indexage. Nous avons également entièrement repensé les pièces de jonction et les coulissants : plus rigides et légères elles sont aussi maintenant 30% plus résistantes.  la <strong>tente pliante</strong> V3 Pro de 16 m² de <strong>qualité professionnelle </strong>et de<strong> fabrication française </strong>est complètement adaptable et deviendra l&#39;outil indispensable à votre activité. Toujours en vue d&#39;améliorer votre quotidien cette version du V3 se veut encore plus résistante au temps.Un traitement <strong>ignifugé </strong>répond aux exigences de sécurité en vigueur (certifié M2) et sa facilité d&#39;entretien en fait un allié pour toutes les occasions.Le produit de base est composé d&#39;une structure d&#39;un toit en bâche PVC 500 gr/m² et d&#39;une housse. Après à vous de configurer vos <strong>façades</strong> comme vous le souhaitezAvantages<ul><li>Facile à monter</li><li>Traitement anti feu</li><li>Façades aux choix</li><li><strong>Caractéristiques</strong></li><li>Coloris blanc</li><li>PVC blanc 500 gr/m² ignifugé M2</li><li>Indexation via poignées : blocage du stand sans effort.</li><li>3 Hauteurs réglables via indexeurs.</li><li>Croisillons : 1 renfort interne et 2 renforts externes inox.</li><li>Embases : fonte d&#39;aluminium (10 mm).</li><li>Anneaux d&#39;haubanage.</li><li>Structure 100 % Aluminium / visserie en INOX.</li><li>Pièces de jonctions renforcées (polypropylène &#43; 30% fibre de verre) </li><li>Fils haute ténacité hydrofuges</li><li>Pied coulissant et système de guidage intégré</li><li>Pieds hexagonaux en aluminium (épaisseur 2 mm) </li><li>Renforts de toit PVC</li><li>Finition du toit intégrant un biais sergé </li><li>Auto agrippant 50 mm </li><li>Maintien du toit par auto agrippants</li><li>Encombrement refermé inférieur à 1m²</li><li>Dimensions</li><li>4 x 4 m</li><li>1 mât</li><li>Hauteur du faîtage 3m10 à 3m26</li><li>Hauteur sous bandeau 1m95 à 2m11</li><li>Dimensions repliées 055 x 055 x 165m</li></ul>,3793573976,1245645557,2582.0,image_1245645557_product_3793573976.jpg
302,2 Bouquet Vintage Artificial Peony Silk Flowers Bouquet For Decorationhpp8404,2 Bouquet Vintage Artificial Peony Silk Flowers Bouquet for Decoration Feature:Suitable For:HomeTableWeddingPartyMeeting Room decor and anywhere that you want to put.Meterial:90% silk 10% plastic.Beautiful artificial peony flowers just look like the realWell-made flowers with vibrantly color add more elegance to your decorationIdeal for wedding garden home shop useMaterial: Silk-like;PlasticColor:see the pictureEach bouquet has 13 stems6 flowers and 2 budseach peony approx 3.5&#39;&#39;H x 2&#39;&#39;Wtotal length approx 18.9&#39;&#39;.Size:Bouquet height:Approx.18.52inch / 47cmFlower diameter:Approx.1.97-3.5inch / 5-10cm Package Include: 2*Artificial Peony Flowers (The vase is not included),4061598994,1283697046,2582.0,image_1283697046_product_4061598994.jpg
342,Banc De Jardin Banquette En Polyrotin Gris Avec Coussin Gris Mdj04138,<p>Banc de jardin banquette en polyrotin gris avec coussin gris<br />Avec accoudoirs<br />Tissu de coussin avec zip hydrofuge 100% polyester<br />Cadre en acier robuste<br />Très résistant<br />Dimensions:<br />hauteur: 83 cm<br />largeur: 106 cm<br />profondeur: 60 cm<br />hauteur du coussin: 5 cm<br />hauteur de l&#39;assise avec coussin: 47 cm<br />hauteur du dossier (à partir du siège): 45 cm<br />hauteur des accoudoirs (à partir du siège): 22 cm<br />hauteur des accoudoirs (à partir du sol): 64 cm<br />Nous ne faisons pas d&#39;expédition sur les îles (Corse inclue) Monaco et les DOM/TOM<br />Décoshop26 MDJ04138</p>,3762890807,1242186524,2582.0,image_1242186524_product_3762890807.jpg
398,Support Décoratif Obelisk 2 M,<p><strong>Support décoratif OBELISK 2 m</strong> en forme de colonne.</p><br /><br /><p>Pour guider et mettre en valeur les plantes grimpantes en pot ou en massifs.</p><br /><br /><p>Avec système d’ancrage en terre.</p><br /><br /><p><strong>Diamètre à la base : 45 cm</strong></p>,2755824667,1174750030,2582.0,image_1174750030_product_2755824667.jpg
31,X-Men 3 - The Movie,,49132716,874730792,40.0,image_874730792_product_49132716.jpg
34,The Lord Or Thé Rings,,4237073471,1324384878,40.0,image_1324384878_product_4237073471.jpg
47,Shin Masoukishin Panzer Warfare (Import Jap),,8870838,868167157,40.0,image_868167157_product_8870838.jpg
50,Jeu Pc Cd-Rom : Azteca,,4232229083,1322918708,40.0,image_1322918708_product_4232229083.jpg
101,Innercity Burnout [Import Allemand] [Jeu Pc],<br>Attention !!! Ce produit est un import  si les informations 'langues' et 'sous-titres' n'apparaissent pas sur cette fiche produit c'est que l'éditeur ne nous les a pas fournies. Néanmoins dans la grande majorité de ces cas il n'existe ni langue ni sous titres en français sur ces imports.,190095382,933239989,40.0,image_933239989_product_190095382.jpg
107,Zumba Fitness : Rush (Jeu Kinect) [Import Allemand] [Jeu Xbox 360],<br>Attention !!! Ce produit est un import  si les informations 'langues' et 'sous-titres' n'apparaissent pas sur cette fiche produit c'est que l'éditeur ne nous les a pas fournies. Néanmoins dans la grande majorité de ces cas il n'existe ni langue ni sous titres en français sur ces imports.,190091299,933233675,40.0,image_933233675_product_190091299.jpg
142,Pokémon Saphir Alpha - Edition Limitée,,353771623,1000493207,40.0,image_1000493207_product_353771623.jpg
195,King's Bounty - Armored Princess,,90948388,874729439,40.0,image_874729439_product_90948388.jpg
204,Câble Adaptateur Audio Stéréo Ordinateurs Portable Rca 3.5 Mm À 2 Mâles Magideal,<p><b>La description:</b></p><br /><p> Le câble adaptateur relie un smartphone une tablette ou un lecteur MP3 à un haut-parleur un récepteur stéréo ou un autre appareil compatible RCA <br /> Connecteur mâle 35 mm à une extrémité et deux connecteurs mâles RCA à l&#39;autre extrémité <br /> Fonctionne avec l&#39;entrée audio gauche et droite et les appareils avec une prise auxiliaire standard de 35 mm (généralement utilisée pour les écouteurs ou les écouteurs) <br /> Connecteurs en métal poli à double blindage et un connecteur plaqué or 35 mm résistant à la corrosion pour un son pur et clair et une perte de signal minimale <br /> L&#39;extérieur en PVC offre plus de force et de flexibilité </p><br /><p><b>Le forfait comprend:</b></p><br /><p> Câble adaptateur RCA 1 pièce de 35 mm à 2 mâles </p><br />,4104750156,1293365572,40.0,image_1293365572_product_4104750156.jpg
252,Guilty Gear X (Version Japon),,1472811,675150507,40.0,image_675150507_product_1472811.jpg
162,Tuyau à goutteur incorporé 16 mm x 25 m,Tuyau à goutteur incorporé  Caractéristiques - Dimensions : Ø 13 mm int Ø 16 mm ext. x 25 m - Goutteurs incorporés tous les 33 cm - Débit 2 litres/heure à 1 bar - Pression d¿utilisation 05 - 3 bars,2091257012,1125330542,2585.0,image_1125330542_product_2091257012.jpg
176,Taille-haies sans fil ComfortCut Li-18/60 lvré sans batterie,<p><strong>LIVRE SANS BATTERIE NI CHARGEUR</strong>. Léger le taille-haies à batterie ComfortCut Li 18/60 GARDENA est adapté pour tailler les haies de taille moyenne. Sa poignée ergonomique ErgoLine permet une excellente prise en main et un équilibre parfait. Le taille-haies sans fil ComfortCut Li 18/60 GARDENA est doté de lames de précision de haute qualité et durables d&#39;une butée de protection pour éviter les chocs et protéger la lame lors des coupes proches du sol. Le taille-haies sans fil est équipé d&#39;un lamier de 60 cm pour un diamètre de coupe maximal de 20 mm. La batterie Li-ion est rechargeable et compatible avec 7 autres appareils pour de nombreuses applications. La batterie du taille-haies sans fil GARDENA est équipée d&#39;un affichage LED &#34;&#34;POWER info&#34;&#34; pour une lecture claire de l&#39;état de charge de la batterie. <br /><br /><strong>Système d&#39;outils à batterie puissants</strong><br />La batterie de rechange Lithium pour les outils de jardin sans fil GARDENA est très puissante nécessite peu d&#39;entretien et se recharge très facilement. La batterie de rechange dispose d&#39;un affichage à LED &#34;&#34;POWER info&#34;&#34; qui permet un affichage clair de l&#39;état de charge de la batterie. La batterie BLi-18 GARDENA est compatible avec tous les outils de jardin sans fil du système à batterie HearBeat System 18 V GARDENA.<br /><br /><strong>Bonne prise en main</strong><br />Pour un élagage confortable sans effort et en toute sécurité la poignée ErgoLine du taille-haies sans fil GARDENA est ergonomique pour permettre une bonne prise en main. La poignée dispose d&#39;un large bouton de mise en marche pour un démarrage facile.<br /><br /><strong>Coupe rapide et précise</strong><br />Le taille-haies sans fil GARDENA est doté d&#39;une lame de précision. La géométrie de la lame est optimisée pour garantir un élagage rapide précis et net sans effort et sans blocage.<br /><br /><strong>Sécurité maximale</strong><br />La butée de protection située au bout de la lame du taille-haies sans fil GARDENA permet d&#39;éviter les chocs et de protéger la lame lors d&#39;un élagage à proximité du sol ou d&#39;un mur.</p><br /><ul><li><br /></li><li>Tension de la batterie: 18 V</li><li><br /></li><li>Type de batterie: Lion (NON FOURNIE)</li><li><br /></li><li>Longueur de la lame: 60 cm</li><li><br /></li><li>Ecartement des dents: 20 mm</li><li><br /></li></ul>,2685362450,1166818974,2585.0,image_1166818974_product_2685362450.jpg
272,Loft urban pot de fleur rond - 50 cm - bleu vintage,,3397443643,1211397493,2585.0,image_1211397493_product_3397443643.jpg
275,Trou traversant Pince à sertir multifonction EZ Trou traversant Serre-câble tools 2463,Décapage Artefact Électricien automatique Décapage Torsion Ligne artefact Nouvelle Description du produit: Ce fiable efficace et efficace outil coupe de sertissage de haute qualité intégrés des bandes et sertissages rapide et fiable CCTV sécurisé de communication de données média modulaire à sertir connects.Système RJ45 Pince à sertir est un moyen rapide modulaire fiable sertir la connexion pour les données et voix off applications.Create une assiette propre rincer le EZ à travers les connects traditionnels RJ11 RJ12 et rallonges RJ45. La filière de sertissage au sol de précision comporte un cadre souple zéro qui empêche la perte de couple au cours du cycle de sertissage et de l&#39;ensemble de matrice de l&#39;outil fournit un support de connect à 360 degrés pendant l&#39;action d&#39;encliquetage processus.Procédé de sertissage assure un ajustement parfait à chaque fois. Pince à sertir professionnelle de haute qualité tool.Suitable pour EZ connects droits et conventionnels RJ11 RJ12 RJ45 CAT5e CAT5e blindé CAT6 connects modulaires et tous les connects modulaires standard à l&#39;exception de contact de surface à surface amplifiers.This entraînement par l&#39;intermédiaire du dispositif de sertissage de connect conventionnel fournit une force de sertissage complet et uniforme. Intégré coupe et pince à dénuder pour câbles plats et ronds aussi guider la séquence de fil correcte ainsi que l&#39;outil de sertissage professionnel de haute qualité pour faciliter opération.Procédé RJ45 Crimp Tool est un outil électronique polyvalent qui vous permet de couper dénuder et sertir Ethernet et téléphone compatible lines.Also compatible avec tous les connects de contournement RJ45 CAT6 (y compris blindage) des outils de sertissage RJ45 CAT5E / 6 connectors.These sont extrêmement robustes robuste spécialement durci et disposer d&#39;un outil de décapage de longue durée sertissage multi-fonction / serrage / coupe / outil à dénuder / pince à dénuder pour Easy Pass Through RJ-45 RJ-11 RJ-12 Connector.These RJ 45 pinces à sertir / serrage protège-lames d&#39;outils sur les outils de coupe et de décapage à réduire les risques de blessures et aider à maintenir la netteté de rasoir. La poignée texturée réduit la fatigue de la main et empêche le glissement lors de la coupe le pelage et crimping.Designed pour les installats professionnels ces outils de sertissage offrent un cliquet un levier élevé la plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X Ces pinces à sertir RJ 45 / serrage protège-lames d&#39;outils sur les outils de coupe et de décapage à réduire les risques de blessures et aider à maintenir la netteté de rasoir. La poignée texturée réduit la fatigue de la main et empêche le glissement lors de la coupe le pelage et crimping.Designed pour les installats professionnels ces outils de sertissage offrent un cliquet un levier élevé la plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X Ces pinces à sertir RJ 45 / serrage protège-lames d&#39;outils sur les outils de coupe et de décapage à réduire les risques de blessures et aider à maintenir la netteté de rasoir. La poignée texturée réduit la fatigue de la main et empêche le glissement lors de la coupe le pelage et crimping.Designed pour les installats professionnels ces outils de sertissage offrent un cliquet un levier élevé la plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X La poignée texturée réduit la fatigue de la main et empêche le glissement lors de la coupe le pelage et crimping.Designed pour les installats professionnels ces outils de sertissage offrent un cliquet un levier élevé la plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X La poignée texturée réduit la fatigue de la main et empêche le glissement lors de la coupe le pelage et crimping.Designed pour les installats professionnels ces outils de sertissage offrent un cliquet un levier élevé la plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X plate-forme ultra-stable pour les terminaisons constants et reproductibles. L&#39;action de cliquet assure le sertissage parfait à chaque time.Feature: Matériel Fixture: Outil matériel Lamacier: SK-5Processing et d&#39;autres: Longu PPBlade: 2.7cmUsage: spécifications de presse: RJ11 / RJ45 classique et connects traversantes (6P8P classique et par trous cristal tête tête de cristal EZ) peut peler fil brin circulaire UTP / STP ligne téléphonique plat peut être cassé tangentProducts comprennent: une pince à sertir 1X,4202303891,1314512168,2585.0,image_1314512168_product_4202303891.jpg
